loss,lr,val_loss
1.9443574130216383,0.0010000000474974513,11.087771606445312
1.4550615682958918,0.0010000000474974513,2.9321595191955567
1.3719151638408396,0.0010000000474974513,3.509281873703003
1.325581272018147,0.0010000000474974513,1.5402307033538818
1.2873758160494229,0.0010000000474974513,1.3684345722198485
1.2287195245212412,0.0010000000474974513,1.416689395904541
1.2153905225310095,0.0010000000474974513,1.4637116193771362
1.1561843542491688,0.0005000000237487257,1.4612193822860717
1.1613569390327536,0.0005000000237487257,1.2303396940231324
1.1129706750579058,0.0005000000237487257,1.3962989330291748
1.1113178873444622,0.0005000000237487257,1.4050318956375123
1.0691615620398904,0.0002500000118743628,1.296783971786499
1.0540998313516219,0.0002500000118743628,1.3289681673049927
1.0511751968592884,0.0001250000059371814,1.3825822591781616
1.0353719725965815,0.0001250000059371814,1.3318219661712647
1.0373184068955201,6.25000029685907e-05,1.3150386810302734
1.0309855928395522,6.25000029685907e-05,1.3313766956329345
1.0207252231511204,3.125000148429535e-05,1.28384108543396
1.0198977187993055,3.125000148429535e-05,1.3149416208267213
0.9979098232034693,1.5625000742147677e-05,1.268189835548401
