loss,lr,val_loss
5.174272190440785,0.0010000000474974513,4.820785808563232
3.746817707377959,0.0010000000474974513,4.231273937225342
3.443286593585091,0.0010000000474974513,3.8259971141815186
3.290882388538218,0.0010000000474974513,3.5203491687774657
3.2005700873818625,0.0010000000474974513,5.427282428741455
3.1182759305372594,0.0010000000474974513,3.3561549186706543
3.0642977423846403,0.0010000000474974513,3.2982434272766112
2.992966064157333,0.0010000000474974513,3.4209071159362794
2.9813864894091764,0.0010000000474974513,3.267052698135376
2.943352339739468,0.0010000000474974513,3.1929769992828367
2.8757939631926184,0.0010000000474974513,3.1584136962890623
2.8476829987796233,0.0010000000474974513,3.2960588932037354
2.8222611039717567,0.0010000000474974513,3.2198832035064697
2.7130959862693746,0.0005000000237487257,3.082254695892334
2.6633061342698365,0.0005000000237487257,3.1584357261657714
2.6266667179882845,0.0005000000237487257,3.1458220958709715
2.5956341327830432,0.0002500000118743628,3.173894166946411
2.544616922975224,0.0002500000118743628,3.0031251907348633
2.5702392965714562,0.0002500000118743628,3.206027936935425
2.529834547144844,0.0002500000118743628,3.114964723587036
