loss,lr,val_loss
4.068926106770833,0.0010000000474974513,3.8006435871124267
3.4909496116638183,0.0010000000474974513,3.584793472290039
3.339705550511678,0.0010000000474974513,3.4666369915008546
3.2662599989573162,0.0010000000474974513,3.4875821113586425
3.186711571375529,0.0010000000474974513,3.1445312976837156
3.136675573984782,0.0010000000474974513,3.1991503715515135
3.105000057220459,0.0010000000474974513,3.4055466175079347
3.0010928948720297,0.0005000000237487257,3.130369853973389
2.9798213431040446,0.0005000000237487257,3.3455007076263428
2.90786598777771,0.0005000000237487257,3.1150946617126465
2.9130914160410564,0.0005000000237487257,3.0919474601745605
2.8900765082041424,0.0005000000237487257,3.3813243389129637
2.9009419714609783,0.0005000000237487257,3.032016134262085
2.885545088450114,0.0005000000237487257,3.346729564666748
2.8444228502909343,0.0005000000237487257,3.4408037662506104
2.820580612182617,0.0002500000118743628,3.1316285610198973
2.7861547552744548,0.0002500000118743628,3.1409883975982664
2.7506678447723387,0.0001250000059371814,3.0802151203155517
2.784698693593343,0.0001250000059371814,3.280268669128418
2.7443501841227214,6.25000029685907e-05,3.1747727394104004
