loss,lr,val_loss
4.250850250376737,0.0010000000474974513,3.846529722213745
3.500293354299617,0.0010000000474974513,3.5406899452209473
3.320829513876196,0.0010000000474974513,3.449831819534302
3.23403168999575,0.0010000000474974513,3.4023786544799806
3.129569162021984,0.0010000000474974513,3.2545254707336424
3.0773019280663148,0.0010000000474974513,3.193261003494263
3.0194091286888733,0.0010000000474974513,3.2666773796081543
2.982439197958472,0.0010000000474974513,3.143019914627075
2.9267734690783493,0.0010000000474974513,3.209349536895752
2.8645225833444035,0.0010000000474974513,3.2501360893249513
2.810668270855664,0.0005000000237487257,3.0808650970458986
2.797390842182751,0.0005000000237487257,3.008721399307251
2.755715042512047,0.0005000000237487257,3.035071849822998
2.7257334994759788,0.0005000000237487257,3.1214030742645265
2.713270268975732,0.0002500000118743628,3.1108206272125245
2.6960682537466445,0.0002500000118743628,2.8943302631378174
2.6952919233291546,0.0002500000118743628,3.0839375019073487
2.6837985082106157,0.0002500000118743628,3.0575268268585205
2.678314485651924,0.0001250000059371814,2.942781114578247
2.6542008165369695,0.0001250000059371814,3.0746068477630617
